tinyId,permissibleValue_str,permissibleValue_float,permissibleValue_str2,permissibleValue_int,valueMeaningDefinition_str,valueMeaningDefinition_float,valueMeaningDefinition_null,valueMeaningDefinition_str2,conceptId_str,conceptId_null,conceptSource_str,conceptSource_null,valueMeaningName_str,valueMeaningName_float,valueMeaningName_str2,valueMeaningName_int,valueMeaningName_null,codeSystemName_str,codeSystemName_null,valueMeaningCode_str,valueMeaningCode_float,valueMeaningCode_null,valueMeaningCode_int,codeSystemVersion_str,codeSystemVersion_float,codeSystemVersion_int
Qys4lWuW_2ug,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myBkxbuW_nue,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m1eBxb_ZZhOe,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qk0Hxb_ZbnOe,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QkjGubWhux,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myYJlZ_WZ3dl,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QJckeb_bZ2de,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myLQebOZ_2Ol,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7kzfuWZnOe,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xyj6WubZ2de,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mJtrx_d_Z3ug,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QkgRW_b_3de,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7JvfgbuZ_2_l,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qkl7gWdW_3dg,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QkxzeZOW_n_g,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7kPfdWZ3ux,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mJ9Qg_ObWnOl,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7JI4ebO_W2dg,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QJBSe_dZZn_g,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFJ9UmRtgSj,NA,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kh8QUHaw,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mk4Bvqs3ie,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
mJemqk_2y7e,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
Qkb79Jd3JXx,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
71ZrKk_2yXx,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
7Jzm9yd3yXl,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
QJQ7ckd3kQg,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
QyJE5ydn1me,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
mkilH5cinol,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
7kTxS59shse,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
XkCG5y_31mx,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
71PrFJd2kQg,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
Q13mc1uh17l,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
QJrHtkd3yQg,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
QyIElYJ_21Xg,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
QkfrF1OnJQx,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
XJ7BtydnJQx,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
7k6z9kdh1Qg,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
my9eBqqihsg,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
mykm5Juh1me,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
Q1shxtJuhJmx,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
2iVDPPkk4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mJsjtNR1X,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m1_6rNVkyx,NA,6,NA,NA,6,NA,NA,NA,6,NA,6,NA,6,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA
m1M795i2sg,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
QkQX95onjl,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
71BOGh8S1D,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mkfeb0bN11g,NA,3,NA,NA,3,NA,NA,NA,NA,2,NA,2,3,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA
5sT_y7I7v0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1805fX1ye,NA,34,NA,NA,34,NA,NA,NA,34,NA,34,NA,34,NA,NA,NA,NA,34,NA,34,NA,NA,NA,NA,NA,NA
mke1D5ihsg,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
Q1ggf9oQ_yf,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,23,NA,NA,NA,NA,NA,NA
myJlfqoX_yz,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,23,NA,NA,NA,NA,NA,NA
mkTxtw5ohil,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
XyIMAfhUrJw,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1ICIcs3sx,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
XJhhljX9oSA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QJp3gomcsHC,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QkB2ls75jrR,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7y87geNcjBA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1yWiFJil9Z,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m1U3xiQ9jSC,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QyH6imqorR,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X1frAXqsrA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QyvhxoQ9orC,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m1O3lsQ9jBA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XkNheiQ5iHA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xyt3gsX9irR,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7kkhljm5iSR,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7klheom5irA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7J_nliQ5oBA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qkz2xiQqjSC,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m1X3ljm5iH0,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XJKXeoQ5or0,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m1XpimqorC,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mkdasX5iSR,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mkVpj7ciB0,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myy6gi7qor0,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1gmgaQqirC,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7JAhxs7cjrA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myj2goX5or0,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mk6W8gIem,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wzLcs3a3lT,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ox2dSz7OBm,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QJX_3tcj3ol,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
YNmnkw2v06,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7yxWMccsnjl,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
my1WOjcinjl,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
QyMcal7yye,NA,34,NA,NA,34,NA,NA,NA,34,NA,34,NA,34,NA,NA,NA,NA,34,NA,34,NA,NA,NA,NA,NA,NA
7yWo3YMLJ7,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA
z44MlagnN7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BmNuUiw2NM,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QyGTBeLeX,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mJZJrCqTTI,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X1VSC9a68,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QJx4B05p6L,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XyeBR96pL,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7ke_rA9TaI,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QkGlrAqpaU,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7JglHRqa6L,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QyM7BCqaT8,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7ybmSC9TTU,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mJMAN0cppL,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XyxGSRqTaU,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XkZbS0qT6L,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QyXHA9p6I,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7k1rR9Tp8,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qyzfr05668,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7JMrA5T6I,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XygXrA9aT8,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XJ_fBRc6TL,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mybSA5aa8,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QyZeB09aTL,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m1ZVrR9a6I,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1g1r0c6pL,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mk2x_L9o2oe,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
mJFLqsnix,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
7JfxETI5RqQ,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xy_E689AqQ,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X1ZgVaL9Ccm,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7y0NaI5C5X,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xka4T85A97,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QkzVTL9C57,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7JENT8509X,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mkQ4aUcAqQ,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1nEpIqCcQ,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mJ9VaI9Aqm,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7kiNpI5R5Q,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1QxNT8c0qX,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XJelV6IcC9X,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7JNp8q0cX,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mkPVpL5A97,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1lNaLcR9m,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XkYE6UcA9m,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7J_E6L509X,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X1rVaUqR9X,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mJIE6LcC5X,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XkWxtCLqC9m,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XyJgNaUq0c7,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xyx4nUiapI,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m1MPhLippU,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QkWpj8iTaL,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XySnUoapL,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X1G4nUsaaU,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71gRiLjp68,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QkfLh8jTp8,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QyvhLiapL,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XklDhIiap8,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XyCiUiT68,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7yTsIiT6L,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X1f6sIjaTU,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XkxTsLi6aL,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7kbL2Li6TL,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QJlUnLiaTI,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7ylHnIj6TI,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mJ_B2Is6aL,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7k_3Usa6U,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m1g9iLipTL,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1Pguwqjhsg,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA
